timestamp,open,high,low,close,volume
2022-01-03,4.3936,4.4269,4.3655,4.3856,1337715
2022-01-04,4.3751,4.4323,4.3645,4.4007,1417492
2022-01-05,4.407,4.443,4.3905,4.3989,1411982
2022-01-06,4.2776,4.2868,4.2592,4.2601,1379491
2022-01-07,4.2852,4.3133,4.2717,4.2876,1472851
2022-01-10,4.1417,4.1882,4.1212,4.1635,1653579
2022-01-11,4.2299,4.2464,4.2139,4.2186,1402001
2022-01-12,4.2693,4.2717,4.2547,4.2562,1653751
2022-01-13,4.2829,4.3156,4.2677,4.3077,1534128
2022-01-14,4.3452,4.3771,4.3244,4.3597,1552528
2022-01-17,4.3504,4.3824,4.324,4.3797,1443441
2022-01-18,4.3556,4.3618,4.3349,4.3487,1578778
2022-01-19,4.3356,4.3434,4.3202,4.3318,1684806
2022-01-20,4.462,4.4665,4.4199,4.426,1525982
2022-01-21,4.3733,4.4021,4.3547,4.3918,1584896
2022-01-24,4.4068,4.4223,4.3788,4.3796,1582019
2022-01-25,4.3328,4.3681,4.3167,4.3371,1554053
2022-01-26,4.313,4.3205,4.2883,4.3075,1511377
2022-01-27,4.2662,4.3091,4.2337,4.2908,1691038
2022-01-28,4.3085,4.3139,4.2893,4.308,1664964
2022-01-31,4.2815,4.3078,4.2563,4.292,1548443
2022-02-01,4.2703,4.2857,4.2703,4.2725,1704442
2022-02-02,4.2411,4.2521,4.2245,4.2374,1540295
2022-02-03,4.2541,4.2628,4.2426,4.2444,1619846
2022-02-04,4.1832,4.1887,4.1587,4.167,1485964
2022-02-07,4.1713,4.1732,4.1619,4.1717,1461420
2022-02-08,4.233,4.257,4.2254,4.2506,1577941
2022-02-09,4.227,4.2283,4.1718,4.2069,1762481
2022-02-10,4.2076,4.2237,4.1787,4.2059,1633596
2022-02-11,4.3646,4.3769,4.3521,4.3768,1713876
2022-02-14,4.3458,4.3807,4.2941,4.3182,1767808
2022-02-15,4.2287,4.2392,4.1909,4.223,1655350
2022-02-16,4.2137,4.2242,4.1791,4.1995,1560849
2022-02-17,4.2749,4.3343,4.2643,4.3088,1635738
2022-02-18,4.4224,4.4591,4.4074,4.4351,1585215
2022-02-21,4.403,4.4165,4.3403,4.362,1668214
2022-02-22,4.4091,4.4179,4.3757,4.3987,1578300
2022-02-23,4.4107,4.4256,4.384,4.4007,1734200
2022-02-24,4.3521,4.39,4.3415,4.3664,1710762
2022-02-25,4.2481,4.2572,4.2445,4.2507,1638131
2022-02-28,4.3214,4.3443,4.3093,4.3139,1625210
2022-03-01,4.2625,4.2649,4.2506,4.2639,1653123
2022-03-02,4.2813,4.3007,4.2736,4.2835,1607134
2022-03-03,4.2552,4.2984,4.2514,4.2902,1623235
2022-03-04,4.3894,4.4207,4.3864,4.4057,1682275
2022-03-07,4.4712,4.4999,4.4609,4.4807,1545527
2022-03-08,4.4221,4.4226,4.4096,4.4105,1563866
2022-03-09,4.4066,4.4219,4.3705,4.3961,1574452
2022-03-10,4.4618,4.486,4.4513,4.4622,1406571
2022-03-11,4.3666,4.3886,4.3368,4.3814,1689996
2022-03-14,4.3444,4.3635,4.3412,4.3592,1552026
2022-03-15,4.3797,4.3994,4.3686,4.3748,1692802
2022-03-16,4.2516,4.2867,4.2514,4.2787,1403669
2022-03-17,4.2025,4.2325,4.1956,4.207,1390715
2022-03-18,4.1033,4.1488,4.0947,4.1095,1526216
2022-03-21,4.1225,4.1377,4.0976,4.1277,1555130
2022-03-22,4.1283,4.1511,4.0718,4.097,1623182
2022-03-23,4.1492,4.1883,4.1363,4.1523,1604171
2022-03-24,4.1769,4.2013,4.1421,4.1605,1642715
2022-03-25,4.2265,4.2535,4.1889,4.1957,1533211
2022-03-28,4.2022,4.2075,4.1868,4.1924,1726766
2022-03-29,4.2382,4.254,4.2285,4.2385,1583627
2022-03-30,4.2091,4.2418,4.1781,4.2341,1366954
2022-03-31,4.2091,4.2326,4.1729,4.1779,1437305
2022-04-01,4.2271,4.2658,4.1976,4.2494,1430206
2022-04-04,4.2685,4.3265,4.2488,4.3098,1481884
2022-04-05,4.4721,4.4951,4.4445,4.4505,1429130
2022-04-06,4.4127,4.4712,4.3871,4.4435,1500932
2022-04-07,4.3842,4.4457,4.3826,4.4093,1576337
2022-04-08,4.3077,4.3561,4.2888,4.3226,1344814
2022-04-11,4.0737,4.1136,4.0341,4.0969,1412141
2022-04-12,3.9827,4.0545,3.9629,4.0241,1604567
2022-04-13,4.0561,4.0662,4.0454,4.0533,1597912
2022-04-14,4.0132,4.014,4.003,4.0049,1602471
2022-04-15,3.8764,3.8847,3.8596,3.8636,1467945
2022-04-18,3.8968,3.9001,3.8955,3.8982,1545796
2022-04-19,3.8595,3.9033,3.8237,3.8676,1472911
2022-04-20,3.8392,3.8778,3.8179,3.8496,1299074
2022-04-21,3.8487,3.8614,3.8171,3.828,1376326
2022-04-22,3.8363,3.8403,3.8068,3.8223,1484963
2022-04-25,3.8405,3.8498,3.8018,3.8493,1432185
2022-04-26,3.7629,3.7821,3.7533,3.7585,1346635
2022-04-27,3.7265,3.7555,3.7229,3.748,1335996
2022-04-28,3.7306,3.7551,3.6914,3.7229,1450586
2022-04-29,3.7643,3.7906,3.7447,3.7842,1434345
2022-05-02,3.7277,3.7377,3.7211,3.7312,1367586
2022-05-03,3.814,3.8292,3.7957,3.8192,1538234
2022-05-04,3.8044,3.8807,3.7957,3.8534,1371255
2022-05-05,3.9548,3.9567,3.9383,3.9437,1372448
2022-05-06,3.9049,3.9103,3.9016,3.9065,1413138
2022-05-09,3.9369,3.9524,3.9352,3.9524,1404241
2022-05-10,3.9597,3.9756,3.948,3.9742,1400539
2022-05-11,3.8902,3.9037,3.868,3.8933,1248093
2022-05-12,3.8764,3.8842,3.8711,3.8806,1610063
2022-05-13,3.8644,3.8792,3.8417,3.8576,1464659
2022-05-16,3.8087,3.8377,3.7936,3.8073,1447289
2022-05-17,3.7775,3.7923,3.7631,3.7681,1370605
2022-05-18,3.6973,3.6981,3.6714,3.6944,1410667
2022-05-19,3.6468,3.7001,3.6383,3.6718,1462139
2022-05-20,3.6653,3.7076,3.6614,3.6905,1375262
2022-05-23,3.6587,3.6732,3.6216,3.6519,1497854
2022-05-24,3.5797,3.5892,3.5577,3.5743,1488941
2022-05-25,3.6272,3.634,3.614,3.6284,1413475
2022-05-26,3.5881,3.6226,3.5711,3.6111,1382979
2022-05-27,3.601,3.628,3.5913,3.6139,1508880
2022-05-30,3.589,3.6039,3.5842,3.6036,1641757
2022-05-31,3.5878,3.62,3.5435,3.5778,1477747
2022-06-01,3.595,3.6219,3.5754,3.6096,1543937
2022-06-02,3.5608,3.6042,3.5285,3.5843,1458220
2022-06-03,3.5729,3.5899,3.569,3.5872,1408138
2022-06-06,3.5208,3.5283,3.5135,3.5168,1574858
2022-06-07,3.4625,3.4657,3.4183,3.4384,1461448
2022-06-08,3.4123,3.4218,3.3915,3.421,1670338
2022-06-09,3.5324,3.5352,3.496,3.5152,1445902
2022-06-10,3.5173,3.5459,3.5078,3.5255,1380139
2022-06-13,3.6156,3.6358,3.6104,3.6237,1535831
2022-06-14,3.6329,3.6511,3.6327,3.6482,1584433
2022-06-15,3.6854,3.6906,3.6585,3.6729,1592736
2022-06-16,3.6355,3.6492,3.6307,3.6445,1538518
2022-06-17,3.6599,3.6751,3.6318,3.6448,1437634
2022-06-20,3.7311,3.7505,3.7149,3.7388,1635016
2022-06-21,3.8328,3.8445,3.8012,3.8029,1467929
2022-06-22,3.7744,3.7927,3.7643,3.7712,1740282
2022-06-23,3.7483,3.7644,3.719,3.748,1517887
2022-06-24,3.7988,3.8502,3.7855,3.8204,1553716
2022-06-27,3.8165,3.8194,3.789,3.7944,1553907
2022-06-28,3.85,3.8694,3.8246,3.8452,1697135
2022-06-29,3.799,3.8046,3.7774,3.798,1748182
2022-06-30,3.8331,3.8553,3.8297,3.8331,1633893
2022-07-01,3.9082,3.9183,3.8698,3.9174,1641700
2022-07-04,3.9553,3.9819,3.947,3.9651,1529421
2022-07-05,3.9863,3.9885,3.9678,3.9802,1693092
2022-07-06,3.9747,3.9907,3.9738,3.9897,1428348
2022-07-07,3.9837,3.9946,3.9563,3.9865,1715759
2022-07-08,4.0284,4.0313,3.9821,3.9868,1665333
2022-07-11,4.0523,4.0818,4.0445,4.0548,1564486
2022-07-12,4.117,4.1262,4.1097,4.1225,1704494
2022-07-13,4.1649,4.1851,4.1227,4.1477,1705119
2022-07-14,4.0584,4.1076,4.0578,4.0769,1801074
2022-07-15,4.075,4.1003,4.0116,4.0489,1786939
2022-07-18,4.0675,4.0839,4.0629,4.0674,1669053
2022-07-19,4.05,4.0956,4.04,4.072,1695174
2022-07-20,3.9945,3.9994,3.9917,3.9972,1558512
2022-07-21,4.0232,4.0476,4.0122,4.0361,1729747
2022-07-22,4.2007,4.2161,4.1821,4.1874,1566548
2022-07-25,4.1089,4.1417,4.1074,4.1177,1620992
2022-07-26,4.1368,4.1677,4.0924,4.123,1553010
2022-07-27,4.1818,4.2237,4.1784,4.2193,1625616
2022-07-28,4.1879,4.206,4.1699,4.1964,1713401
2022-07-29,4.1851,4.2135,4.1629,4.1742,1603404
2022-08-01,4.1955,4.2165,4.1742,4.1858,1677319
2022-08-02,4.222,4.2294,4.2089,4.2208,1571923
2022-08-03,4.2128,4.234,4.1849,4.1983,1710593
2022-08-04,4.2733,4.2908,4.248,4.258,1746429
2022-08-05,4.1475,4.1663,4.1324,4.1476,1677872
2022-08-08,4.1915,4.2143,4.1655,4.1875,1666000
2022-08-09,4.2283,4.2357,4.1941,4.2108,1593034
2022-08-10,4.2064,4.2197,4.1955,4.2031,1721787
2022-08-11,4.1776,4.2327,4.1603,4.2277,1760749
2022-08-12,4.2013,4.2646,4.1818,4.2322,1644180
2022-08-15,4.3004,4.3174,4.263,4.3135,1657038
2022-08-16,4.3009,4.3315,4.2833,4.2874,1617661
2022-08-17,4.2879,4.3064,4.2773,4.2866,1549168
2022-08-18,4.2184,4.2241,4.199,4.2058,1639996
2022-08-19,4.161,4.1916,4.1409,4.1418,1517216
2022-08-22,4.1398,4.141,4.114,4.1295,1734639
2022-08-23,4.0244,4.0572,4.0004,4.0421,1781341
2022-08-24,4.0115,4.0229,3.9749,3.996,1707305
2022-08-25,3.8995,3.9312,3.8903,3.9241,1655587
2022-08-26,3.8753,3.9105,3.8614,3.8987,1613747
2022-08-29,3.8983,3.9264,3.8768,3.9066,1626227
2022-08-30,3.9181,3.9635,3.901,3.9602,1512641
2022-08-31,3.8849,3.8864,3.8282,3.8556,1628485
2022-09-01,3.8878,3.8938,3.8273,3.8463,1609221
2022-09-02,3.891,3.8954,3.8703,3.8948,1650160
2022-09-05,3.9645,3.9784,3.9539,3.9723,1736146
2022-09-06,4.0128,4.0665,4.0028,4.0529,1611789
2022-09-07,3.9827,4.0006,3.9464,3.9739,1715534
2022-09-08,3.9332,3.9544,3.932,3.9471,1647669
2022-09-09,3.9566,3.9812,3.946,3.98,1517992
2022-09-12,4.0071,4.0452,3.9992,4.0342,1624237
2022-09-13,4.0482,4.0675,4.0314,4.0518,1570392
2022-09-14,4.063,4.0809,4.0621,4.0685,1605164
2022-09-15,4.08,4.0921,4.0728,4.0839,1600391
2022-09-16,4.0289,4.0709,4.0021,4.0419,1581732
2022-09-19,4.0187,4.0527,4.0174,4.0527,1533307
2022-09-20,4.1263,4.137,4.0953,4.1006,1590481
2022-09-21,4.0966,4.1012,4.0536,4.0829,1514851
2022-09-22,4.1391,4.1719,4.1293,4.1521,1475157
2022-09-23,3.9651,4.0279,3.9532,3.9917,1526685
2022-09-26,3.9549,4.0156,3.9227,3.9751,1399614
2022-09-27,4.0838,4.0984,4.0663,4.0725,1564402
2022-09-28,4.1322,4.1597,4.123,4.1243,1578965
2022-09-29,4.214,4.2497,4.1855,4.2102,1495720
2022-09-30,4.2421,4.2435,4.1972,4.2205,1614321
2022-10-03,4.1406,4.1862,4.1393,4.1529,1569309
2022-10-04,4.1507,4.1671,4.1244,4.125,1513431
2022-10-05,4.2171,4.2246,4.2144,4.2155,1540541
2022-10-06,4.0942,4.1282,4.0893,4.1102,1560636
2022-10-07,4.0653,4.0848,4.0379,4.0573,1448581
2022-10-10,3.967,3.989,3.9595,3.9627,1521568
2022-10-11,3.9205,3.9448,3.9169,3.9347,1534834
2022-10-12,3.9442,3.9563,3.9095,3.9132,1518970
2022-10-13,3.9151,3.9486,3.8941,3.9466,1442397
2022-10-14,3.9061,3.9175,3.8677,3.9029,1574362
2022-10-17,4.0054,4.008,3.9979,3.9993,1299494
2022-10-18,4.0225,4.0412,4.0106,4.0373,1438145
2022-10-19,4.012,4.0192,4.0091,4.0124,1468285
2022-10-20,3.9814,4.0036,3.9513,3.9587,1592725
2022-10-21,3.8567,3.8928,3.8412,3.8781,1343916
2022-10-24,3.8656,3.9027,3.8542,3.8864,1373144
2022-10-25,3.9898,4.0108,3.9511,3.9974,1371421
2022-10-26,3.9982,4.0152,3.988,3.99,1442342
2022-10-27,3.9539,3.9556,3.9202,3.9347,1399501
2022-10-28,3.9426,3.943,3.9252,3.9332,1376333
2022-10-31,3.8851,3.9251,3.8585,3.9066,1535859
2022-11-01,3.8779,3.896,3.8359,3.8591,1507268
2022-11-02,3.771,3.7742,3.7426,3.7597,1463307
2022-11-03,3.7751,3.7963,3.7351,3.7584,1414460
2022-11-04,3.8084,3.8465,3.7897,3.8391,1448799
2022-11-07,3.8753,3.9357,3.8603,3.9074,1464654
2022-11-08,3.9494,3.9833,3.9411,3.9634,1651415
2022-11-09,3.9669,3.9845,3.9441,3.9769,1396673
2022-11-10,4.0032,4.0062,3.9859,4.0052,1447798
2022-11-11,4.0417,4.0732,4.0383,4.0642,1451844
2022-11-14,4.041,4.0779,4.0332,4.0631,1483596
2022-11-15,4.0873,4.0995,4.0695,4.0813,1561626
2022-11-16,4.0185,4.0794,3.9859,4.0606,1397145
2022-11-17,4.1028,4.1337,4.0929,4.1276,1429144
2022-11-18,4.0748,4.1015,4.068,4.0765,1610649
2022-11-21,4.1299,4.1524,4.1064,4.1177,1545589
2022-11-22,4.1727,4.1734,4.1473,4.1696,1652628
2022-11-23,4.2499,4.2644,4.2074,4.221,1480336
2022-11-24,4.2693,4.2764,4.2529,4.2655,1420638
2022-11-25,4.2518,4.2609,4.2277,4.2402,1500873
2022-11-28,4.2227,4.2402,4.1906,4.2091,1498996
2022-11-29,4.1858,4.2087,4.1683,4.1872,1614596
2022-11-30,4.1399,4.2001,4.1344,4.1676,1502425
2022-12-01,4.097,4.1232,4.0921,4.1047,1582078
2022-12-02,4.0751,4.0914,4.0534,4.0814,1642603
2022-12-05,4.0287,4.0483,4.0126,4.0474,1599522
2022-12-06,4.0062,4.0285,3.9733,3.9963,1569084
2022-12-07,4.0066,4.0241,3.9922,4.019,1577466
2022-12-08,3.9489,3.9799,3.9306,3.9789,1627875
2022-12-09,3.9923,4.0524,3.9904,3.9952,1670136
2022-12-12,4.059,4.1168,4.0584,4.0808,1540164
2022-12-13,4.1884,4.2117,4.1753,4.1809,1517002
2022-12-14,4.131,4.187,4.1261,4.1846,1758730
2022-12-15,4.2112,4.2627,4.1908,4.2476,1518494
2022-12-16,4.2624,4.2834,4.2526,4.2652,1621097
2022-12-19,4.4154,4.4194,4.403,4.4134,1580561
2022-12-20,4.5178,4.5368,4.5088,4.5193,1760020
2022-12-21,4.6227,4.647,4.5579,4.5936,1682551
2022-12-22,4.5781,4.5903,4.5762,4.5866,1775818
2022-12-23,4.5594,4.5965,4.5379,4.5735,1777594
2022-12-26,4.6263,4.6514,4.6111,4.6118,1623599
2022-12-27,4.6026,4.6205,4.5862,4.6127,1699566
2022-12-28,4.605,4.6194,4.5832,4.5998,1557648
2022-12-29,4.672,4.6811,4.6415,4.648,1649257
2022-12-30,4.5637,4.6057,4.5558,4.5702,1756603
2023-01-02,4.4413,4.4587,4.4256,4.4465,1735826
2023-01-03,4.371,4.4033,4.3579,4.3862,1735130
2023-01-04,4.3232,4.3298,4.3128,4.3182,1710552
2023-01-05,4.3255,4.3693,4.3088,4.3158,1672867
2023-01-06,4.2838,4.3133,4.2617,4.2659,1765564
2023-01-09,4.2673,4.3049,4.2088,4.2567,1727899
2023-01-10,4.1757,4.1814,4.1378,4.1398,1714937
2023-01-11,4.2295,4.2474,4.2126,4.2288,1799825
2023-01-12,4.2552,4.2713,4.2372,4.2549,1685157
2023-01-13,4.1983,4.2188,4.1777,4.2059,1869888
2023-01-16,4.2499,4.2545,4.2069,4.227,1703684
2023-01-17,4.303,4.3135,4.2842,4.3033,1855630
2023-01-18,4.3493,4.39,4.3487,4.357,1735428
2023-01-19,4.3259,4.3564,4.3134,4.354,1681664
2023-01-20,4.3898,4.3953,4.3806,4.3943,1702722
2023-01-23,4.4678,4.474,4.4273,4.4519,1775154
2023-01-24,4.3253,4.3998,4.3245,4.3793,1757198
2023-01-25,4.2702,4.3078,4.2632,4.2939,1766719
2023-01-26,4.2409,4.2647,4.2349,4.2605,1732265
2023-01-27,4.3044,4.3346,4.2771,4.3223,1691789
2023-01-30,4.4149,4.4349,4.3847,4.4156,1658429
2023-01-31,4.4171,4.437,4.4017,4.4264,1645520
2023-02-01,4.525,4.5603,4.5056,4.5238,1679043
2023-02-02,4.595,4.6045,4.5642,4.5905,1541554
2023-02-03,4.6156,4.6417,4.5726,4.5885,1709614
2023-02-06,4.5365,4.5543,4.5291,4.5431,1691803
2023-02-07,4.5106,4.5362,4.4668,4.5048,1672662
2023-02-08,4.5065,4.518,4.4946,4.5125,1608193
2023-02-09,4.6074,4.6188,4.5782,4.6053,1670671
2023-02-10,4.6541,4.6845,4.6221,4.6628,1721310
2023-02-13,4.555,4.6037,4.5412,4.5805,1577466
2023-02-14,4.5115,4.5255,4.4827,4.5045,1574408
2023-02-15,4.5807,4.5971,4.5537,4.559,1624915
2023-02-16,4.5534,4.5897,4.534,4.5743,1662768
2023-02-17,4.5146,4.5197,4.4897,4.5163,1546158
2023-02-20,4.5605,4.5662,4.5176,4.5623,1689253
2023-02-21,4.6071,4.6635,4.5831,4.6537,1468398
2023-02-22,4.7501,4.7905,4.6963,4.7092,1755135
2023-02-23,4.7497,4.7621,4.7138,4.7191,1502909
2023-02-24,4.8367,4.8486,4.7714,4.8118,1522394
2023-02-27,4.8094,4.8383,4.7669,4.7886,1554183
2023-02-28,4.7319,4.7744,4.712,4.7517,1486454
2023-03-01,4.6392,4.7007,4.6343,4.6933,1573286
2023-03-02,4.8206,4.8371,4.8138,4.8232,1526254
2023-03-03,4.9735,4.9738,4.9615,4.9728,1698604
2023-03-06,4.9657,4.9892,4.9627,4.9731,1574629
2023-03-07,5.0066,5.0444,4.9887,5.018,1639704
2023-03-08,5.0752,5.0814,5.0039,5.0535,1571570
2023-03-09,5.141,5.154,5.0987,5.1239,1651331
