timestamp,open,high,low,close,volume
2022-01-03,320.0797,320.7882,316.3111,320.2754,1423361
2022-01-04,323.8416,327.3646,322.7995,325.6907,1612713
2022-01-05,331.2606,331.2998,330.036,330.6614,1492829
2022-01-06,329.6753,330.6699,327.5896,328.7907,1443205
2022-01-07,329.0334,330.5415,327.4425,327.7646,1535355
2022-01-10,325.9371,326.8568,324.7214,325.8434,1456567
2022-01-11,329.8079,330.391,327.1824,328.2264,1593705
2022-01-12,329.9783,332.502,328.1385,328.1533,1620742
2022-01-13,329.8596,332.463,329.3532,331.2567,1641297
2022-01-14,325.9935,326.6418,322.9061,324.1401,1476817
2022-01-17,330.6704,332.285,329.088,330.4397,1557321
2022-01-18,329.4589,330.233,327.8498,330.2061,1725904
2022-01-19,332.6385,336.2625,330.7465,333.063,1563048
2022-01-20,335.1657,336.1591,331.4903,332.6673,1689423
2022-01-21,332.6105,333.7841,329.7812,331.3064,1715956
2022-01-24,330.9175,334.4547,330.5842,333.3027,1483091
2022-01-25,336.8807,337.4135,336.2649,336.7683,1699834
2022-01-26,335.914,336.985,333.6744,336.102,1666804
2022-01-27,335.4016,336.6243,333.5917,335.6374,1681126
2022-01-28,337.8679,339.7419,336.5249,338.5628,1751577
2022-01-31,333.2435,337.6961,328.2024,335.1961,1654624
2022-02-01,330.4428,331.725,327.682,329.3078,1626781
2022-02-02,329.7771,331.7765,326.9892,331.0213,1673398
2022-02-03,328.0299,329.8899,326.5233,328.5162,1597968
2022-02-04,320.403,322.9069,319.1662,321.1769,1669157
2022-02-07,317.2715,320.1355,314.4529,318.1978,1466132
2022-02-08,317.5009,318.5842,313.9286,316.5598,1773975
2022-02-09,312.6792,313.5575,311.7989,312.1999,1590554
2022-02-10,305.969,308.8589,305.0886,306.7963,1679339
2022-02-11,305.9089,307.3306,304.8547,307.0694,1661486
2022-02-14,309.9501,311.8909,308.3525,310.5332,1644976
2022-02-15,311.0034,312.3143,309.5857,309.805,1645733
2022-02-16,307.3458,308.9243,306.4905,307.1911,1641718
2022-02-17,309.0404,309.369,307.7401,308.7525,1501875
2022-02-18,311.1525,313.5574,309.9467,311.5615,1590409
2022-02-21,310.2612,313.418,308.9067,310.5816,1731604
2022-02-22,313.0298,315.144,311.9113,312.7589,1548864
2022-02-23,314.5038,317.6631,313.1782,316.8401,1544389
2022-02-24,318.2354,318.7774,313.6593,316.1964,1801568
2022-02-25,312.2787,313.7075,309.5338,313.2656,1724925
2022-02-28,314.0014,316.2029,311.7614,314.7168,1751287
2022-03-01,317.486,318.5822,315.7238,315.7952,1619500
2022-03-02,320.4156,321.2819,319.6855,320.1308,1639272
2022-03-03,315.4288,316.4717,315.3483,315.3757,1676031
2022-03-04,312.2922,314.3959,312.0756,313.0226,1655921
2022-03-07,308.0934,311.4782,307.4521,310.0294,1598753
2022-03-08,304.0064,306.6892,303.464,303.7816,1482049
2022-03-09,305.8351,306.3979,303.7012,304.3798,1537168
2022-03-10,305.3488,307.3332,303.652,306.4516,1469160
2022-03-11,305.54,307.1788,303.8343,303.8835,1715908
2022-03-14,307.7241,310.1185,305.4078,309.1177,1549408
2022-03-15,311.4052,312.5466,310.925,312.3222,1562050
2022-03-16,315.4611,316.3105,314.6129,314.824,1594534
2022-03-17,316.4878,317.4159,315.2537,316.4877,1567118
2022-03-18,321.1673,323.1623,318.4555,320.2822,1603135
2022-03-21,314.4098,315.4405,313.924,315.3454,1503333
2022-03-22,316.5085,317.8514,316.1871,317.8202,1423968
2022-03-23,317.8796,320.2747,315.3817,320.2715,1685378
2022-03-24,312.18,314.4927,311.6041,313.6904,1478273
2022-03-25,313.7847,315.1879,313.3922,315.1412,1491561
2022-03-28,312.5428,315.5113,311.6629,314.337,1459401
2022-03-29,317.8333,318.86,316.5814,317.4417,1473527
2022-03-30,315.0767,316.9902,312.6477,315.9157,1513839
2022-03-31,313.4756,317.5932,312.0578,315.9887,1567177
2022-04-01,320.5876,321.2751,316.2771,317.4342,1414469
2022-04-04,313.2058,315.0696,311.7127,314.2552,1518030
2022-04-05,315.0729,319.5296,313.6497,316.6632,1433800
2022-04-06,317.976,318.5575,315.2329,316.4069,1580850
2022-04-07,319.91,321.574,317.5392,318.4256,1377211
2022-04-08,315.1223,317.284,313.5915,316.5803,1480231
2022-04-11,318.9862,320.933,316.8309,320.8781,1524895
2022-04-12,322.0689,323.4183,321.8622,323.3624,1351144
2022-04-13,324.2761,324.6916,320.9067,322.8176,1465753
2022-04-14,325.0162,326.087,324.7945,325.4214,1463997
2022-04-15,329.4577,330.6654,328.4982,330.5269,1382740
2022-04-18,337.8218,337.9628,336.5978,337.8601,1425744
2022-04-19,333.2871,335.5779,330.4325,331.6894,1519782
2022-04-20,333.5101,335.8642,330.8361,335.3741,1455464
2022-04-21,336.8848,339.6148,336.458,337.4028,1398358
2022-04-22,335.3088,338.2053,334.7211,337.1747,1411841
2022-04-25,336.1718,338.0012,333.2152,333.2761,1462064
2022-04-26,340.9563,341.1098,337.1434,338.4944,1526018
2022-04-27,334.827,335.6913,332.2614,333.558,1485192
2022-04-28,335.8069,340.1973,335.0532,335.9862,1477878
2022-04-29,342.3301,344.1444,338.7614,341.4299,1543636
2022-05-02,332.2716,337.1004,331.178,335.0891,1290280
2022-05-03,334.3944,335.371,333.8366,334.0251,1297904
2022-05-04,327.2082,330.7479,324.1464,328.9664,1229379
2022-05-05,328.3306,330.9593,327.9907,330.0797,1480291
2022-05-06,335.3363,336.7624,335.0003,336.2842,1227498
2022-05-09,344.2222,345.9791,343.7676,344.7051,1409225
2022-05-10,338.3552,340.1347,337.1482,337.5798,1474222
2022-05-11,336.3497,336.463,333.888,335.4096,1301198
2022-05-12,338.7612,339.1762,336.2588,338.4056,1361785
2022-05-13,343.7323,345.2172,340.3833,345.0356,1395407
2022-05-16,347.8782,348.3025,344.6038,346.9401,1477363
2022-05-17,343.8359,344.977,343.6069,344.0023,1298002
2022-05-18,347.017,348.3237,344.2849,345.3864,1448726
2022-05-19,344.2056,346.038,343.0735,345.473,1481984
2022-05-20,340.9736,346.5054,339.239,344.7845,1440279
2022-05-23,341.2609,342.5822,340.0339,341.9129,1444842
2022-05-24,346.6173,346.8556,343.5646,343.6601,1536443
2022-05-25,345.7347,346.5167,344.4858,345.0874,1457487
2022-05-26,344.5896,345.8572,344.1887,344.8577,1441997
2022-05-27,345.3125,345.3667,343.9652,344.0963,1421257
2022-05-30,339.6662,340.2141,336.4589,338.9839,1505386
2022-05-31,337.7858,338.4983,332.2456,337.1637,1434562
2022-06-01,341.5314,342.5908,339.666,342.2344,1515607
2022-06-02,341.7105,343.0676,339.4203,341.6064,1476394
2022-06-03,336.1768,337.3099,334.9629,335.9065,1564737
2022-06-06,340.6045,341.5006,340.3423,341.4824,1415924
2022-06-07,342.2784,344.9739,338.5301,343.8169,1491475
2022-06-08,352.9803,353.9179,352.5349,352.7841,1519558
2022-06-09,354.576,355.4765,351.8816,353.2078,1530883
2022-06-10,352.3256,355.2419,350.8204,351.4157,1594936
2022-06-13,346.2019,346.3029,343.9526,345.5192,1541986
2022-06-14,351.9184,353.1745,350.5165,351.2099,1589509
2022-06-15,366.1164,367.425,360.7242,362.3709,1680916
2022-06-16,359.3533,359.6944,357.9408,358.9801,1597643
2022-06-17,357.8491,358.8429,355.734,356.3638,1451524
